,node,active_power_from,active_power_to,reactive_power_from,reactive_power_to,month,hour_of_day,day_of_month,daytype,timezone,line
102,WECClink54-57,-0.91778821,0.91846196,0.3052587,-0.32188806,october,17,7,weekday,,WECClink54-57
108,WECClink54-57,-0.93722194,0.93791977,0.29782602,-0.31405595,october,18,7,weekday,,WECClink54-57
114,WECClink54-57,-0.92709584,0.9277806000000001,0.2985836,-0.31499273,october,19,7,weekday,,WECClink54-57
120,WECClink54-57,-0.91241113,0.9130773999999999,0.3012887,-0.31797064,october,20,7,weekday,,WECClink54-57
126,WECClink54-57,-0.86920431,0.86981841,0.31101054,-0.32848797,october,21,7,weekday,,WECClink54-57
132,WECClink54-57,-0.81210983,0.81265938,0.32330889,-0.34177638,october,22,7,weekday,,WECClink54-57
138,WECClink54-57,-0.76370645,0.76420516,0.33315475,-0.35240601,october,23,7,weekday,,WECClink54-57
144,WECClink54-57,-0.72341049,0.72386948,0.34075776,-0.36062217,october,0,9,weekend,,WECClink54-57
150,WECClink54-57,-0.7206753,0.72113173,0.34144136,-0.36134755,october,1,9,weekend,,WECClink54-57
156,WECClink54-57,-0.71105912,0.71150642,0.34304754,-0.36309318,october,2,9,weekend,,WECClink54-57
162,WECClink54-57,-0.70553122,0.70597331,0.34387486,-0.36399922,october,3,9,weekend,,WECClink54-57
168,WECClink54-57,-0.70945633,0.70990204,0.34301826,-0.36308444,october,4,9,weekend,,WECClink54-57
174,WECClink54-57,-0.7295538,0.73001861,0.33927383,-0.35904351,october,5,9,weekend,,WECClink54-57
180,WECClink54-57,-0.76040132,0.76089659,0.33332899,-0.3526265,october,6,9,weekend,,WECClink54-57
186,WECClink54-57,-0.77030664,0.77081203,0.33157005,-0.35071342,october,7,9,weekend,,WECClink54-57
192,WECClink54-57,-0.75052359,0.75100955,0.33741918,-0.35688692,october,8,9,weekend,,WECClink54-57
198,WECClink54-57,-0.72967991,0.73014615,0.34363318,-0.3634324,october,9,9,weekend,,WECClink54-57
204,WECClink54-57,-0.72895228,0.72941836,0.34551041,-0.36533234,october,10,9,weekend,,WECClink54-57
210,WECClink54-57,-0.7422911999999999,0.7427706000000001,0.34430801,-0.36393883,october,11,9,weekend,,WECClink54-57
216,WECClink54-57,-0.75650634,0.75700014,0.34275170000000005,-0.36217365,october,12,9,weekend,,WECClink54-57
222,WECClink54-57,-0.77592749,0.77644132,0.34023517,-0.35936304,october,13,9,weekend,,WECClink54-57
228,WECClink54-57,-0.79868015,0.79921774,0.33581824,-0.35458296,october,14,9,weekend,,WECClink54-57
234,WECClink54-57,-0.8238440999999999,0.8244087,0.33015475,-0.34849986,october,15,9,weekend,,WECClink54-57
240,WECClink54-57,-0.87792045,0.87854632,0.31705399,-0.33444559999999995,october,16,9,weekend,,WECClink54-57
246,WECClink54-57,-0.93545144,0.93614739,0.30107789,-0.31736992,october,17,9,weekend,,WECClink54-57
252,WECClink54-57,-0.96082558,0.96155396,0.29198858,-0.30775355,october,18,9,weekend,,WECClink54-57
258,WECClink54-57,-0.95380328,0.95452232,0.29233057,-0.30822058,october,19,9,weekend,,WECClink54-57
264,WECClink54-57,-0.9392341999999999,0.93993431,0.29506513,-0.31123375,october,20,9,weekend,,WECClink54-57
270,WECClink54-57,-0.89337946,0.89402237,0.30560654,-0.32264488,october,21,9,weekend,,WECClink54-57
276,WECClink54-57,-0.83107847,0.8316488999999999,0.31929415,-0.33744122,october,22,9,weekend,,WECClink54-57
282,WECClink54-57,-0.77661943,0.77713131,0.33040690000000006,-0.34945309,october,23,9,weekend,,WECClink54-57
0,WECClink54-57,-0.86119751,0.86174992,0.059998964,-0.077490028,october,0,7,weekday,,WECClink54-57
6,WECClink54-57,-0.70803644,0.70848084,0.3433712,-0.36345911,october,1,7,weekday,,WECClink54-57
12,WECClink54-57,-0.70116837,0.70160637,0.34453065,-0.36471683,october,2,7,weekday,,WECClink54-57
18,WECClink54-57,-0.69879263,0.69922845,0.34498333,-0.36520359,october,3,7,weekday,,WECClink54-57
24,WECClink54-57,-0.69929307,0.69972889,0.34341712,-0.36362007,october,4,7,weekday,,WECClink54-57
30,WECClink54-57,-0.70847025,0.70891373,0.33891665,-0.35896612,october,5,7,weekday,,WECClink54-57
36,WECClink54-57,-0.73925072,0.73972376,0.33321317,-0.35280433,october,6,7,weekday,,WECClink54-57
42,WECClink54-57,-0.76554045,0.76604102,0.33265914,-0.35187859,october,7,7,weekday,,WECClink54-57
48,WECClink54-57,-0.75356464,0.75405369,0.33701362,-0.35643527,october,8,7,weekday,,WECClink54-57
54,WECClink54-57,-0.73098308,0.73145057,0.34334465,-0.36312361,october,9,7,weekday,,WECClink54-57
60,WECClink54-57,-0.72817425,0.72863953,0.34547268,-0.36530421,october,10,7,weekday,,WECClink54-57
66,WECClink54-57,-0.74128547,0.74176385,0.34435288,-0.36399713,october,11,7,weekday,,WECClink54-57
72,WECClink54-57,-0.75758073,0.75807581,0.3431307,-0.36253841,october,12,7,weekday,,WECClink54-57
78,WECClink54-57,-0.77534234,0.7758556999999999,0.34070876,-0.35984672,october,13,7,weekday,,WECClink54-57
84,WECClink54-57,-0.80140179,0.80194276,0.33689412,-0.35562275,october,14,7,weekday,,WECClink54-57
90,WECClink54-57,-0.83428446,0.8348617,0.33205921,-0.35025186,october,15,7,weekday,,WECClink54-57
96,WECClink54-57,-0.88334387,0.8839768,0.31868974,-0.33600279,october,16,7,weekday,,WECClink54-57
102,WECClink54-57,-0.91778821,0.91846196,0.3052587,-0.32188806,october,17,7,weekday,,WECClink54-57
108,WECClink54-57,-0.93722194,0.93791977,0.29782602,-0.31405595,october,18,7,weekday,,WECClink54-57
114,WECClink54-57,-0.92709584,0.9277806000000001,0.2985836,-0.31499273,october,19,7,weekday,,WECClink54-57
120,WECClink54-57,-0.91241113,0.9130773999999999,0.3012887,-0.31797064,october,20,7,weekday,,WECClink54-57
126,WECClink54-57,-0.86920431,0.86981841,0.31101054,-0.32848797,october,21,7,weekday,,WECClink54-57
132,WECClink54-57,-0.81210983,0.81265938,0.32330889,-0.34177638,october,22,7,weekday,,WECClink54-57
138,WECClink54-57,-0.76370645,0.76420516,0.33315475,-0.35240601,october,23,7,weekday,,WECClink54-57
144,WECClink54-57,-0.72341049,0.72386948,0.34075776,-0.36062217,october,0,9,weekend,,WECClink54-57
150,WECClink54-57,-0.7206753,0.72113173,0.34144136,-0.36134755,october,1,9,weekend,,WECClink54-57
156,WECClink54-57,-0.71105912,0.71150642,0.34304754,-0.36309318,october,2,9,weekend,,WECClink54-57
162,WECClink54-57,-0.70553122,0.70597331,0.34387486,-0.36399922,october,3,9,weekend,,WECClink54-57
168,WECClink54-57,-0.70945633,0.70990204,0.34301826,-0.36308444,october,4,9,weekend,,WECClink54-57
174,WECClink54-57,-0.7295538,0.73001861,0.33927383,-0.35904351,october,5,9,weekend,,WECClink54-57
180,WECClink54-57,-0.76040132,0.76089659,0.33332899,-0.3526265,october,6,9,weekend,,WECClink54-57
186,WECClink54-57,-0.77030664,0.77081203,0.33157005,-0.35071342,october,7,9,weekend,,WECClink54-57
192,WECClink54-57,-0.75052359,0.75100955,0.33741918,-0.35688692,october,8,9,weekend,,WECClink54-57
198,WECClink54-57,-0.72967991,0.73014615,0.34363318,-0.3634324,october,9,9,weekend,,WECClink54-57
204,WECClink54-57,-0.72895228,0.72941836,0.34551041,-0.36533234,october,10,9,weekend,,WECClink54-57
210,WECClink54-57,-0.7422911999999999,0.7427706000000001,0.34430801,-0.36393883,october,11,9,weekend,,WECClink54-57
216,WECClink54-57,-0.75650634,0.75700014,0.34275170000000005,-0.36217365,october,12,9,weekend,,WECClink54-57
222,WECClink54-57,-0.77592749,0.77644132,0.34023517,-0.35936304,october,13,9,weekend,,WECClink54-57
228,WECClink54-57,-0.79868015,0.79921774,0.33581824,-0.35458296,october,14,9,weekend,,WECClink54-57
234,WECClink54-57,-0.8238440999999999,0.8244087,0.33015475,-0.34849986,october,15,9,weekend,,WECClink54-57
240,WECClink54-57,-0.87792045,0.87854632,0.31705399,-0.33444559999999995,october,16,9,weekend,,WECClink54-57
246,WECClink54-57,-0.93545144,0.93614739,0.30107789,-0.31736992,october,17,9,weekend,,WECClink54-57
252,WECClink54-57,-0.96082558,0.96155396,0.29198858,-0.30775355,october,18,9,weekend,,WECClink54-57
258,WECClink54-57,-0.95380328,0.95452232,0.29233057,-0.30822058,october,19,9,weekend,,WECClink54-57
264,WECClink54-57,-0.9392341999999999,0.93993431,0.29506513,-0.31123375,october,20,9,weekend,,WECClink54-57
270,WECClink54-57,-0.89337946,0.89402237,0.30560654,-0.32264488,october,21,9,weekend,,WECClink54-57
276,WECClink54-57,-0.83107847,0.8316488999999999,0.31929415,-0.33744122,october,22,9,weekend,,WECClink54-57
282,WECClink54-57,-0.77661943,0.77713131,0.33040690000000006,-0.34945309,october,23,9,weekend,,WECClink54-57
0,WECClink57-58,-2.0623549999999997,2.0671033,0.07039775599999999,-0.043924439,october,0,7,weekday,,WECClink57-58
6,WECClink57-58,-1.753348,1.7569167,0.49194923,-0.47907444,october,1,7,weekday,,WECClink57-58
12,WECClink57-58,-1.739263,1.7427784,0.49240534,-0.48011384,october,2,7,weekday,,WECClink57-58
18,WECClink57-58,-1.7334082999999998,1.7369018,0.49258802,-0.4805376,october,3,7,weekday,,WECClink57-58
24,WECClink57-58,-1.7641877000000001,1.7677979,0.49175444,-0.47842633,october,4,7,weekday,,WECClink57-58
30,WECClink57-58,-1.8420539,1.8459689,0.48908646,-0.47242322,october,5,7,weekday,,WECClink57-58
36,WECClink57-58,-1.9114374,1.9156355,0.48615412,-0.46639317,october,6,7,weekday,,WECClink57-58
42,WECClink57-58,-1.8852788,1.8893687,0.48711015,-0.46853348,october,7,7,weekday,,WECClink57-58
48,WECClink57-58,-1.817555,1.8213723000000002,0.48956241,-0.47396792,october,8,7,weekday,,WECClink57-58
54,WECClink57-58,-1.7229980999999999,1.726452,0.49228532,-0.48066544,october,9,7,weekday,,WECClink57-58
60,WECClink57-58,-1.6827990000000002,1.6861045,0.49300865,-0.48301322,october,10,7,weekday,,WECClink57-58
66,WECClink57-58,-1.6861172999999998,1.6894346000000002,0.49259602,-0.48247002,october,11,7,weekday,,WECClink57-58
72,WECClink57-58,-1.6869531000000002,1.6902731,0.49212031,-0.4819637,october,12,7,weekday,,WECClink57-58
78,WECClink57-58,-1.7072392,1.7106335,0.49124527,-0.48027447,october,13,7,weekday,,WECClink57-58
84,WECClink57-58,-1.7423084999999998,1.7458335999999999,0.48989066,-0.47748772,october,14,7,weekday,,WECClink57-58
90,WECClink57-58,-1.7846881,1.788375,0.48811705,-0.47394338,october,15,7,weekday,,WECClink57-58
96,WECClink57-58,-1.9433231,1.9476533,0.48195229,-0.46074083,october,16,7,weekday,,WECClink57-58
102,WECClink57-58,-2.1115402999999997,2.1166162999999996,0.47310574,-0.44373727,october,17,7,weekday,,WECClink57-58
108,WECClink57-58,-2.1990524,2.2045426,0.46728822,-0.4333897,october,18,7,weekday,,WECClink57-58
114,WECClink57-58,-2.2074408,2.2129717,0.46704046,-0.43269656,october,19,7,weekday,,WECClink57-58
120,WECClink57-58,-2.190688,2.196138,0.46846817,-0.43501008,october,20,7,weekday,,WECClink57-58
126,WECClink57-58,-2.1043088,2.109352,0.47472742,-0.4457206,october,21,7,weekday,,WECClink57-58
132,WECClink57-58,-1.9822752000000001,1.9867735,0.48210693,-0.45906144,october,22,7,weekday,,WECClink57-58
138,WECClink57-58,-1.8745174,1.8785633000000002,0.48739105,-0.46929561,october,23,7,weekday,,WECClink57-58
144,WECClink57-58,-1.7845077,1.788196,0.49089132,-0.47670874,october,0,9,weekend,,WECClink57-58
150,WECClink57-58,-1.7743287,1.7779776999999999,0.4911887,-0.47743626,october,1,9,weekend,,WECClink57-58
156,WECClink57-58,-1.7557388999999999,1.7593167,0.49184066,-0.47886656,october,2,9,weekend,,WECClink57-58
162,WECClink57-58,-1.7467453999999998,1.7502891,0.4921589,-0.47955823,october,3,9,weekend,,WECClink57-58
168,WECClink57-58,-1.7595958999999999,1.7631884999999998,0.49180218,-0.47866696,october,4,9,weekend,,WECClink57-58
174,WECClink57-58,-1.8072458999999998,1.8110229,0.49018687,-0.47503459,october,5,9,weekend,,WECClink57-58
180,WECClink57-58,-1.8797005,1.8837675999999999,0.48737472,-0.46904749,october,6,9,weekend,,WECClink57-58
186,WECClink57-58,-1.8984733,1.9026174999999999,0.48651793,-0.46734722,october,7,9,weekend,,WECClink57-58
192,WECClink57-58,-1.8129784,1.8167776000000002,0.48969347,-0.47429649,october,8,9,weekend,,WECClink57-58
198,WECClink57-58,-1.7178196,1.7212542000000002,0.49235358,-0.48094533,october,9,9,weekend,,WECClink57-58
204,WECClink57-58,-1.6791029999999998,1.6823949,0.49294677,-0.48309933,october,10,9,weekend,,WECClink57-58
210,WECClink57-58,-1.6836050999999999,1.6869131999999998,0.49249839,-0.48247348,october,11,9,weekend,,WECClink57-58
216,WECClink57-58,-1.6928456000000003,1.6961872,0.4919085,-0.48151584,october,12,9,weekend,,WECClink57-58
222,WECClink57-58,-1.7123808999999997,1.7157942,0.49098535,-0.47980638,october,13,9,weekend,,WECClink57-58
228,WECClink57-58,-1.7618671000000001,1.7654667000000002,0.48938352,-0.47616579,october,14,9,weekend,,WECClink57-58
234,WECClink57-58,-1.8290202000000002,1.8328814999999998,0.48710048,-0.47101856,october,15,9,weekend,,WECClink57-58
240,WECClink57-58,-1.97648,1.9809522000000002,0.48059822,-0.45783368,october,16,9,weekend,,WECClink57-58
246,WECClink57-58,-2.1463691000000003,2.1516075,0.47052038,-0.43937386,october,17,9,weekend,,WECClink57-58
252,WECClink57-58,-2.2461466,2.251867,0.46336188,-0.42694376,october,18,9,weekend,,WECClink57-58
258,WECClink57-58,-2.2563959,2.2621672999999998,0.46290608,-0.42593131,october,19,9,weekend,,WECClink57-58
264,WECClink57-58,-2.2408552000000004,2.2465497,0.46435126,-0.42821849,october,20,9,weekend,,WECClink57-58
270,WECClink57-58,-2.1515977000000004,2.1568614,0.47129842,-0.43987884,october,21,9,weekend,,WECClink57-58
276,WECClink57-58,-2.0224164,2.0270901,0.47978571,-0.45482132,october,22,9,weekend,,WECClink57-58
282,WECClink57-58,-1.9061522000000002,1.9103281000000003,0.48594728,-0.46642873,october,23,9,weekend,,WECClink57-58
0,WECClink156-157,2.3423163,-2.3407193,-0.0051990458000000005,0.10155085,november,0,4,weekday,,WECClink156-157
6,WECClink156-157,2.08756,-2.0862741999999996,-0.37427472,0.45185073,november,1,4,weekday,,WECClink156-157
12,WECClink156-157,2.0563831,-2.0551347,-0.37486569,0.45018284,november,2,4,weekday,,WECClink156-157
18,WECClink156-157,2.0416471,-2.0404162,-0.37521232,0.44947605,november,3,4,weekday,,WECClink156-157
24,WECClink156-157,2.0416331000000003,-2.0404022,-0.37518074,0.44944277,november,4,4,weekday,,WECClink156-157
30,WECClink156-157,2.0702596,-2.0689947,-0.37458908,0.45090691,november,5,4,weekday,,WECClink156-157
36,WECClink156-157,2.1457952000000002,-2.144438,-0.37266654,0.45455008,november,6,4,weekday,,WECClink156-157
42,WECClink156-157,2.2429727,-2.2414918999999998,-0.36905268,0.45838966,november,7,4,weekday,,WECClink156-157
48,WECClink156-157,2.1855637999999997,-2.1841567000000004,-0.37131741,0.45621036,november,8,4,weekday,,WECClink156-157
54,WECClink156-157,2.0759904,-2.0747188000000003,-0.37397718,0.4506991,november,9,4,weekday,,WECClink156-157
60,WECClink156-157,1.9522308000000002,-1.9511034,-0.37601942,0.44403918,november,10,4,weekday,,WECClink156-157
66,WECClink156-157,1.8699389,-1.8689022000000002,-0.37720449,0.43975209,november,11,4,weekday,,WECClink156-157
72,WECClink156-157,1.8831648999999997,-1.8821139,-0.37709824,0.44051002,november,12,4,weekday,,WECClink156-157
78,WECClink156-157,1.8774749,-1.8764300999999999,-0.37717102,0.44021079,november,13,4,weekday,,WECClink156-157
84,WECClink156-157,1.9118254000000001,-1.910743,-0.37668297,0.44198595,november,14,4,weekday,,WECClink156-157
90,WECClink156-157,1.9696761999999999,-1.9685289000000001,-0.37612145,0.44534127,november,15,4,weekday,,WECClink156-157
96,WECClink156-157,2.0971642000000004,-2.0958668,-0.3740126,0.45229035,november,16,4,weekday,,WECClink156-157
102,WECClink156-157,2.3742372000000005,-2.3725796000000003,-0.36498627,0.46499496,november,17,4,weekday,,WECClink156-157
108,WECClink156-157,2.589959,-2.587989,-0.3520717,0.47092761,november,18,4,weekday,,WECClink156-157
114,WECClink156-157,2.6617577999999997,-2.6596767999999997,-0.34813961,0.47369328,november,19,4,weekday,,WECClink156-157
120,WECClink156-157,2.6368171,-2.6347749,-0.34979991,0.47301128,november,20,4,weekday,,WECClink156-157
126,WECClink156-157,2.6014817999999997,-2.599494,-0.35205043,0.47198476,november,21,4,weekday,,WECClink156-157
132,WECClink156-157,2.4943566,-2.4925286,-0.35841405,0.46870484,november,22,4,weekday,,WECClink156-157
138,WECClink156-157,2.3344669999999996,-2.3328642000000004,-0.36623459999999997,0.46293773,november,23,4,weekday,,WECClink156-157
144,WECClink156-157,2.2008927000000003,-2.199466,-0.37115462,0.45723203,november,0,5,weekend,,WECClink156-157
150,WECClink156-157,2.1067256000000003,-2.1054165,-0.37383401,0.45281543,november,1,5,weekend,,WECClink156-157
156,WECClink156-157,2.0708356,-2.0695699,-0.37463609999999997,0.45099695,november,2,5,weekend,,WECClink156-157
162,WECClink156-157,2.0587321,-2.0574809,-0.37482147,0.45030764,november,3,5,weekend,,WECClink156-157
168,WECClink156-157,2.0603061,-2.0590531000000003,-0.37482592,0.45042617,november,4,5,weekend,,WECClink156-157
174,WECClink156-157,2.0961891,-2.0948929,-0.37396893,0.45217391,november,5,5,weekend,,WECClink156-157
180,WECClink156-157,2.1775868999999997,-2.1761898,-0.3717518,0.45604067,november,6,5,weekend,,WECClink156-157
186,WECClink156-157,2.2664452999999996,-2.2649338,-0.36818162,0.45937398,november,7,5,weekend,,WECClink156-157
192,WECClink156-157,2.1934141,-2.191997,-0.37110521,0.45660132,november,8,5,weekend,,WECClink156-157
198,WECClink156-157,2.0578427,-2.0565927999999998,-0.37436022,0.44977262,november,9,5,weekend,,WECClink156-157
204,WECClink156-157,1.9336131,-1.9325066000000002,-0.37625349,0.44301305,november,10,5,weekend,,WECClink156-157
210,WECClink156-157,1.8577075,-1.8566839,-0.37730502,0.43905997,november,11,5,weekend,,WECClink156-157
216,WECClink156-157,1.8707993000000003,-1.8697616999999997,-0.37720686,0.43981139,november,12,5,weekend,,WECClink156-157
222,WECClink156-157,1.8645076,-1.8634768,-0.37733126,0.43952832,november,13,5,weekend,,WECClink156-157
228,WECClink156-157,1.8927096,-1.8916482,-0.37696171,0.44100072,november,14,5,weekend,,WECClink156-157
234,WECClink156-157,1.9481078,-1.9469849999999997,-0.37606206,0.44380198,november,15,5,weekend,,WECClink156-157
240,WECClink156-157,2.0851686999999997,-2.0838857,-0.37461086,0.45201992,november,16,5,weekend,,WECClink156-157
246,WECClink156-157,2.3734034999999998,-2.3717468999999998,-0.36534281,0.46529087,november,17,5,weekend,,WECClink156-157
252,WECClink156-157,2.6265798,-2.6245532000000003,-0.35080963,0.47308071,november,18,5,weekend,,WECClink156-157
258,WECClink156-157,2.704818,-2.7026689,-0.34531015,0.47497086,november,19,5,weekend,,WECClink156-157
264,WECClink156-157,2.6838261,-2.6817104,-0.34666888,0.47431778,november,20,5,weekend,,WECClink156-157
270,WECClink156-157,2.6399936,-2.6379465,-0.34961184,0.47312292,november,21,5,weekend,,WECClink156-157
276,WECClink156-157,2.5244351000000003,-2.5225629,-0.35679499,0.46975221,november,22,5,weekend,,WECClink156-157
282,WECClink156-157,2.3585743999999997,-2.3569386000000003,-0.36524994,0.46394236,november,23,5,weekend,,WECClink156-157
0,WECClink157-161,-0.68542557,0.69058221,-0.32008771,0.018329072,november,0,4,weekday,,WECClink157-161
6,WECClink157-161,-0.67466125,0.67928629,-0.18652635,-0.12599565,november,1,4,weekday,,WECClink157-161
12,WECClink157-161,-0.67447949,0.67909924,-0.1842836,-0.1283857,november,2,4,weekday,,WECClink157-161
18,WECClink157-161,-0.67439706,0.67901445,-0.18326657,-0.12946917,november,3,4,weekday,,WECClink157-161
24,WECClink157-161,-0.67439599,0.67901335,-0.18325341,-0.12948319,november,4,4,weekday,,WECClink157-161
30,WECClink157-161,-0.67456006,0.67918213,-0.18527764,-0.1273265,november,5,4,weekday,,WECClink157-161
36,WECClink157-161,-0.67500018,0.67963539,-0.1907095,-0.12153489,november,6,4,weekday,,WECClink157-161
42,WECClink157-161,-0.67556729,0.68022043,-0.19771202,-0.11405929,november,7,4,weekday,,WECClink157-161
48,WECClink157-161,-0.6752300999999999,0.67987244,-0.19354806,-0.11850583,november,8,4,weekday,,WECClink157-161
54,WECClink157-161,-0.67457701,0.67919959,-0.18548688,-0.12710352,november,9,4,weekday,,WECClink157-161
60,WECClink157-161,-0.67388108,0.67848425,-0.17690241,-0.13624413,november,10,4,weekday,,WECClink157-161
66,WECClink157-161,-0.67345367,0.67804577,-0.17163313,-0.14184706,november,11,4,weekday,,WECClink157-161
72,WECClink157-161,-0.67352249,0.67811633,-0.17248149,-0.14094538,november,12,4,weekday,,WECClink157-161
78,WECClink157-161,-0.67349367,0.67808678,-0.17212619,-0.14132303,november,13,4,weekday,,WECClink157-161
84,WECClink157-161,-0.6736691,0.6782667,-0.17428877,-0.139024,november,14,4,weekday,,WECClink157-161
90,WECClink157-161,-0.67398668,0.67859269,-0.17820472,-0.13485846,november,15,4,weekday,,WECClink157-161
96,WECClink157-161,-0.67471678,0.67934345,-0.18721161,-0.12526517,november,16,4,weekday,,WECClink157-161
102,WECClink157-161,-0.67644876,0.68113208,-0.20860402,-0.10241054,november,17,4,weekday,,WECClink157-161
108,WECClink157-161,-0.67786768,0.68260552,-0.2261571,-0.083583843,november,18,4,weekday,,WECClink157-161
114,WECClink157-161,-0.67840972,0.68317035,-0.23286922,-0.07636693,november,19,4,weekday,,WECClink157-161
120,WECClink157-161,-0.67822763,0.68298049,-0.23061398,-0.07879288400000001,november,20,4,weekday,,WECClink157-161
126,WECClink157-161,-0.67797511,0.68271738,-0.22748711,-0.082154597,november,21,4,weekday,,WECClink157-161
132,WECClink157-161,-0.67722515,0.6819374,-0.21820555,-0.09212064199999999,november,22,4,weekday,,WECClink157-161
138,WECClink157-161,-0.6761679,0.6808413000000001,-0.2051325,-0.10612603,november,23,4,weekday,,WECClink157-161
144,WECClink157-161,-0.67533184,0.6799774000000001,-0.19480427,-0.11716476,november,0,5,weekend,,WECClink157-161
150,WECClink157-161,-0.67477383,0.6794022,-0.18791567,-0.12451455,november,1,5,weekend,,WECClink157-161
156,WECClink157-161,-0.67456535,0.67918758,-0.18534295,-0.1272569,november,2,5,weekend,,WECClink157-161
162,WECClink157-161,-0.67449356,0.67911371,-0.1844571,-0.12820084,november,3,5,weekend,,WECClink157-161
168,WECClink157-161,-0.6745038000000001,0.67912425,-0.18458345,-0.12806622,november,4,5,weekend,,WECClink157-161
174,WECClink157-161,-0.67470991,0.67933638,-0.18712676,-0.12535562,november,5,5,weekend,,WECClink157-161
180,WECClink157-161,-0.67519108,0.6798321999999999,-0.19306629,-0.11902005,november,6,5,weekend,,WECClink157-161
186,WECClink157-161,-0.67571366,0.68037162,-0.19952003,-0.11212744,november,7,5,weekend,,WECClink157-161
192,WECClink157-161,-0.675281,0.67992495,-0.19417653,-0.11783495,november,8,5,weekend,,WECClink157-161
198,WECClink157-161,-0.67447717,0.67909686,-0.18425498,-0.12841619,november,9,5,weekend,,WECClink157-161
204,WECClink157-161,-0.67378395,0.67838455,-0.17570478,-0.13751811,november,10,5,weekend,,WECClink157-161
210,WECClink157-161,-0.67339495,0.67798559,-0.17090944,-0.14261611,november,11,5,weekend,,WECClink157-161
216,WECClink157-161,-0.67346255,0.67805488,-0.17174262,-0.14173070000000002,november,12,5,weekend,,WECClink157-161
222,WECClink157-161,-0.67343253,0.6780241,-0.17137261,-0.14212392,november,13,5,weekend,,WECClink157-161
228,WECClink157-161,-0.67357519,0.67817037,-0.17313107,-0.14025487,november,14,5,weekend,,WECClink157-161
234,WECClink157-161,-0.67386209,0.67846475,-0.17666827,-0.13649323,november,15,5,weekend,,WECClink157-161
240,WECClink157-161,-0.67466134,0.67928638,-0.18652743,-0.12599449999999998,november,16,5,weekend,,WECClink157-161
246,WECClink157-161,-0.67645688,0.6811404999999999,-0.20870443,-0.10230303,november,17,5,weekend,,WECClink157-161
252,WECClink157-161,-0.67817795,0.68292871,-0.22999876,-0.079454471,november,18,5,weekend,,WECClink157-161
258,WECClink157-161,-0.67873913,0.68351414,-0.23695009,-0.071974317,november,19,5,weekend,,WECClink157-161
264,WECClink157-161,-0.67857791,0.68334584,-0.23495269,-0.074124762,november,20,5,weekend,,WECClink157-161
270,WECClink157-161,-0.67825748,0.6830116,-0.23098369,-0.07839526599999999,november,21,5,weekend,,WECClink157-161
276,WECClink157-161,-0.67743713,0.68215765,-0.22082824,-0.089306439,november,22,5,weekend,,WECClink157-161
282,WECClink157-161,-0.67632534,0.68100427,-0.20707843,-0.10404366,november,23,5,weekend,,WECClink157-161
0,WECClink42-57,0.90509683,-0.90308352,0.41169101,-0.44989797,november,0,4,weekday,,WECClink42-57
6,WECClink42-57,0.85613757,-0.85461631,0.20218277,-0.25016579,november,1,4,weekday,,WECClink42-57
12,WECClink42-57,0.85250948,-0.85100269,0.19996228,-0.24819577,november,2,4,weekday,,WECClink42-57
18,WECClink42-57,0.85128193,-0.84978,0.19922712,-0.24754462,november,3,4,weekday,,WECClink42-57
24,WECClink42-57,0.85109967,-0.84959846,0.19911769,-0.24744766,november,4,4,weekday,,WECClink42-57
30,WECClink42-57,0.85405308,-0.85254014,0.20091395,-0.24904083,november,5,4,weekday,,WECClink42-57
36,WECClink42-57,0.86144223,-0.85989962,0.20548143,-0.25309461,november,6,4,weekday,,WECClink42-57
42,WECClink42-57,0.86782093,-0.8662523999999999,0.20945481,-0.25661966,november,7,4,weekday,,WECClink42-57
48,WECClink42-57,0.86412255,-0.86256895,0.20726418,-0.25468627,november,8,4,weekday,,WECClink42-57
54,WECClink42-57,0.85166087,-0.85015721,0.19967038,-0.24795617,november,9,4,weekday,,WECClink42-57
60,WECClink42-57,0.83849938,-0.83704706,0.19200663,-0.24117923,november,10,4,weekday,,WECClink42-57
66,WECClink42-57,0.83241057,-0.83098155,0.18857131,-0.23814576,november,11,4,weekday,,WECClink42-57
72,WECClink42-57,0.83362595,-0.83219228,0.18927588,-0.23876985,november,12,4,weekday,,WECClink42-57
78,WECClink42-57,0.83323221,-0.83180001,0.18907592,-0.23859522,november,13,4,weekday,,WECClink42-57
84,WECClink42-57,0.83551386,-0.83407295,0.19036314,-0.23973209,november,14,4,weekday,,WECClink42-57
90,WECClink42-57,0.84215722,-0.84069077,0.19410141,-0.24302998,november,15,4,weekday,,WECClink42-57
96,WECClink42-57,0.85684512,-0.85532083,0.20280461,-0.25073342,november,16,4,weekday,,WECClink42-57
102,WECClink42-57,0.88860608,-0.88695005,0.22349862,-0.26914277,november,17,4,weekday,,WECClink42-57
108,WECClink42-57,0.90305548,-0.90133634,0.2337752,-0.27832164,november,18,4,weekday,,WECClink42-57
114,WECClink42-57,0.91487113,-0.91309901,0.24241788,-0.2860426,november,19,4,weekday,,WECClink42-57
120,WECClink42-57,0.91210906,-0.91034949,0.24033027,-0.28417381,november,20,4,weekday,,WECClink42-57
126,WECClink42-57,0.90840501,-0.90666214,0.23757927,-0.28171347,november,21,4,weekday,,WECClink42-57
132,WECClink42-57,0.89717746,-0.89548439,0.22940775,-0.27440890000000007,november,22,4,weekday,,WECClink42-57
