,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
258,WECCbus157,1.0266187,-0.85709606,3.202054,-0.25363116,july,19,3,weekend,
264,WECCbus157,1.0260722,-0.86327365,3.2593555,-0.24997039999999998,july,20,3,weekend,
270,WECCbus157,1.0264636999999999,-0.85690942,3.2283752,-0.25119369,july,21,3,weekend,
276,WECCbus157,1.0281110999999998,-0.83426596,3.0651303,-0.25899283,july,22,3,weekend,
282,WECCbus157,1.0295611,-0.81289047,2.9122065,-0.26444988,july,23,3,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,july,0,1,weekday,
6,WECCbus54,1.0146624,-1.7386494,2.643166,-0.12547911,july,1,1,weekday,
12,WECCbus54,1.0150752,-1.7335055,2.5764775,-0.12977843,july,2,1,weekday,
18,WECCbus54,1.0153325999999998,-1.7303616000000002,2.5305708,-0.13260844,july,3,1,weekday,
24,WECCbus54,1.0153304,-1.7312493999999998,2.5147538,-0.13378088,july,4,1,weekday,
30,WECCbus54,1.0149563,-1.7377741999999998,2.5458418,-0.13239258,july,5,1,weekday,
36,WECCbus54,1.0142036,-1.7479802,2.6168909,-0.12848885,july,6,1,weekday,
42,WECCbus54,1.0136844999999999,-1.7552112000000002,2.7307825,-0.12051167,july,7,1,weekday,
48,WECCbus54,1.0144136000000001,-1.7431023,2.7366847,-0.11902173,july,8,1,weekday,
54,WECCbus54,1.0152383,-1.7287232,2.7174287,-0.11906454,july,9,1,weekday,
60,WECCbus54,1.0153775999999999,-1.7235313,2.7317521,-0.11732887,july,10,1,weekday,
66,WECCbus54,1.015261,-1.7229558999999997,2.7628722999999997,-0.11471428,july,11,1,weekday,
72,WECCbus54,1.0149431999999998,-1.7252593999999997,2.8333293,-0.10902308,july,12,1,weekday,
78,WECCbus54,1.014463,-1.7299761999999999,2.927062,-0.10122139999999999,july,13,1,weekday,
84,WECCbus54,1.0139071,-1.7364028999999999,3.0314286,-0.091929841,july,14,1,weekday,
90,WECCbus54,1.0131134,-1.7474308999999997,3.1754057999999996,-0.078298351,july,15,1,weekday,
96,WECCbus54,1.0120707,-1.7630486,3.3547938999999998,-0.059569646,july,16,1,weekday,
102,WECCbus54,1.0106484,-1.7786112,3.6037727999999993,-0.029198337999999997,july,17,1,weekday,
108,WECCbus54,1.0103308000000002,-1.7852706999999999,3.6346006,-0.025431092000000002,july,18,1,weekday,
114,WECCbus54,1.0076949,-1.8202945,3.5373184999999996,-0.039524351,july,19,1,weekday,
120,WECCbus54,1.0074899,-1.8248906000000003,3.5018754999999997,-0.04427542,july,20,1,weekday,
126,WECCbus54,1.0085264999999999,-1.8147995,3.3772542000000003,-0.059594135,july,21,1,weekday,
132,WECCbus54,1.0105555,-1.7909571,3.1580261000000003,-0.083187674,july,22,1,weekday,
138,WECCbus54,1.0123556,-1.7684161,2.951321,-0.1023635,july,23,1,weekday,
144,WECCbus54,1.0138627,-1.7486944,2.7652134,-0.11694177,july,0,3,weekend,
150,WECCbus54,1.014163,-1.7447390999999999,2.7275313999999997,-0.11956944,july,1,3,weekend,
156,WECCbus54,1.0146373,-1.7389096999999998,2.6520018,-0.12484196,july,2,3,weekend,
162,WECCbus54,1.0149257,-1.7354908,2.6018828999999997,-0.12817238,july,3,3,weekend,
168,WECCbus54,1.0149122,-1.7364862,2.5887772,-0.12922196,july,4,3,weekend,
174,WECCbus54,1.0145396,-1.7430285,2.6209236000000002,-0.12758278,july,5,3,weekend,
180,WECCbus54,1.0139654,-1.7508398,2.6936516,-0.12294833,july,6,3,weekend,
186,WECCbus54,1.0132757,-1.7600613999999997,2.7953193,-0.11557229999999999,july,7,3,weekend,
192,WECCbus54,1.0142763000000001,-1.7440956000000003,2.7751141,-0.11577393,july,8,3,weekend,
198,WECCbus54,1.0150833000000001,-1.7298508000000001,2.7619463,-0.11540098,july,9,3,weekend,
204,WECCbus54,1.0151613000000002,-1.7252467,2.7892127,-0.11261943,july,10,3,weekend,
210,WECCbus54,1.0149882,-1.7253463,2.8317792,-0.10898737,july,11,3,weekend,
216,WECCbus54,1.0147293,-1.7271131000000002,2.8896314999999997,-0.10404819,july,12,3,weekend,
222,WECCbus54,1.0143093,-1.7312478999999998,2.9724882000000004,-0.096836069,july,13,3,weekend,
228,WECCbus54,1.0137179,-1.7377848000000002,3.0823591,-0.086683308,july,14,3,weekend,
234,WECCbus54,1.012891,-1.7482547999999998,3.227747,-0.072315093,july,15,3,weekend,
240,WECCbus54,1.0116296999999999,-1.7656061,3.4440964,-0.048513609000000006,july,16,3,weekend,
246,WECCbus54,1.0099694,-1.7869166,3.7108232000000005,-0.014692365,july,17,3,weekend,
252,WECCbus54,1.008967,-1.8028426,3.7196203999999997,-0.014003266,july,18,3,weekend,
258,WECCbus54,1.0067542,-1.8305702000000001,3.6359623999999995,-0.026245259,july,19,3,weekend,
264,WECCbus54,1.0066591999999999,-1.8337328000000002,3.5868203999999997,-0.033040996,july,20,3,weekend,
270,WECCbus54,1.0078352,-1.8225040000000001,3.4518574999999996,-0.050455499,july,21,3,weekend,
276,WECCbus54,1.0100417,-1.7972113,3.2146388999999997,-0.077429083,july,22,3,weekend,
282,WECCbus54,1.0120026,-1.7730983,2.9946539,-0.098628165,july,23,3,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,july,0,1,weekday,
6,WECCbus57,1.0118257,-1.7302236,2.1569285,-0.18221722,july,1,1,weekday,
12,WECCbus57,1.0121837,-1.7253199000000001,2.1303921000000003,-0.18328095,july,2,1,weekday,
18,WECCbus57,1.0124043,-1.7223461,2.1184664,-0.18365888,july,3,1,weekday,
24,WECCbus57,1.0123902,-1.7233131999999998,2.1406498,-0.18247835,july,4,1,weekday,
30,WECCbus57,1.0120418,-1.7297681,2.2064098,-0.17917068,july,5,1,weekday,
36,WECCbus57,1.0113497999999999,-1.7397848999999999,2.3184521,-0.172947,july,6,1,weekday,
42,WECCbus57,1.0109232,-1.7465625,2.3118987,-0.17389074,july,7,1,weekday,
48,WECCbus57,1.0116491,-1.7342693999999998,2.107909,-0.18563922,july,8,1,weekday,
54,WECCbus57,1.0124494000000002,-1.7197999,1.8977107,-0.19465515,july,9,1,weekday,
60,WECCbus57,1.0125996,-1.7144997,1.8306197,-0.19683329,july,10,1,weekday,
66,WECCbus57,1.01251,-1.7137919999999998,1.8164416,-0.19728629999999997,july,11,1,weekday,
72,WECCbus57,1.0122531,-1.7158113000000002,1.8058394,-0.19791872,july,12,1,weekday,
78,WECCbus57,1.0118559,-1.720162,1.8081578,-0.19831809,july,13,1,weekday,
84,WECCbus57,1.0113950999999999,-1.7261831000000003,1.8150752,-0.19870062,july,14,1,weekday,
90,WECCbus57,1.0107363,-1.7366538,1.8306811,-0.1992618,july,15,1,weekday,
96,WECCbus57,1.0098698,-1.7515792000000001,1.8571052,-0.19977989,july,16,1,weekday,
102,WECCbus57,1.0087114,-1.7661479,1.8550069,-0.20128046,july,17,1,weekday,
108,WECCbus57,1.0084287,-1.7727146,1.8962017,-0.20001007,july,18,1,weekday,
114,WECCbus57,1.0057357,-1.8087287,2.6785901,-0.14826078,july,19,1,weekday,
120,WECCbus57,1.0054953000000002,-1.8135389,2.7739627999999996,-0.13914494,july,20,1,weekday,
126,WECCbus57,1.0063945,-1.8038994,2.7118271000000003,-0.14496158,july,21,1,weekday,
132,WECCbus57,1.0081940999999999,-1.780792,2.5308287999999997,-0.15980769,july,22,1,weekday,
138,WECCbus57,1.0097922,-1.7589379,2.3605873,-0.17149681,july,23,1,weekday,
144,WECCbus57,1.0111299,-1.7398338,2.2129114,-0.17974909,july,0,3,weekend,
150,WECCbus57,1.0113973,-1.7360019,2.1816467,-0.18128784,july,1,3,weekend,
156,WECCbus57,1.0118075999999998,-1.7304456000000001,2.1522883999999998,-0.18251078,july,2,3,weekend,
162,WECCbus57,1.0120547,-1.7272124,2.1388747,-0.18297701,july,3,3,weekend,
168,WECCbus57,1.0120311,-1.7282761999999998,2.1607244999999997,-0.18178970000000003,july,4,3,weekend,
174,WECCbus57,1.0116856,-1.7347416000000002,2.2233973,-0.17856883,july,5,3,weekend,
180,WECCbus57,1.0111729,-1.7423155,2.2841558999999996,-0.17540019,july,6,3,weekend,
186,WECCbus57,1.0105707,-1.7511763999999999,2.3341463,-0.17273069,july,7,3,weekend,
192,WECCbus57,1.0115448,-1.7350994999999998,2.092129,-0.18654368,july,8,3,weekend,
198,WECCbus57,1.0123319,-1.7207377000000001,1.8784011000000003,-0.19550404,july,9,3,weekend,
204,WECCbus57,1.0124319,-1.7159738999999998,1.8102571,-0.19770161,july,10,3,weekend,
210,WECCbus57,1.0122961,-1.7158957,1.7957299,-0.19823206,july,11,3,weekend,
216,WECCbus57,1.0120882,-1.7174273000000002,1.7849165,-0.19878105,july,12,3,weekend,
222,WECCbus57,1.0117428,-1.721236,1.7842936999999999,-0.199233,july,13,3,weekend,
228,WECCbus57,1.0112534,-1.7273452,1.7909958,-0.19963777,july,14,3,weekend,
234,WECCbus57,1.0105661,-1.7372542000000002,1.8091438999999998,-0.20002603,july,15,3,weekend,
240,WECCbus57,1.0095228,-1.7537642,1.8336573,-0.20078201,july,16,3,weekend,
246,WECCbus57,1.0081531,-1.7740328999999997,1.8660362000000001,-0.20150869,july,17,3,weekend,
252,WECCbus57,1.0071779,-1.790114,2.1155426,-0.19025982,july,18,3,weekend,
258,WECCbus57,1.0049101,-1.8186620999999998,2.7505465,-0.14161743,july,19,3,weekend,
264,WECCbus57,1.0047629,-1.8220893,2.8395325000000002,-0.13265419,july,20,3,weekend,
270,WECCbus57,1.0057858,-1.8113464,2.7660167,-0.13991993,july,21,3,weekend,
276,WECCbus57,1.0077379000000002,-1.7868575,2.5780517000000005,-0.15616549,july,22,3,weekend,
282,WECCbus57,1.00948,-1.7634737,2.3928606,-0.16948678,july,23,3,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,august,0,5,weekday,
6,WECCbus157,1.0312658000000001,-0.78432713,2.7247741000000003,-0.26782658,august,1,5,weekday,
12,WECCbus157,1.0313979,-0.78171635,2.7110745,-0.26779923,august,2,5,weekday,
18,WECCbus157,1.0314725,-0.78019281,2.7035124,-0.26775392,august,3,5,weekday,
24,WECCbus157,1.0312713,-0.78302926,2.7303146000000003,-0.26703967,august,4,5,weekday,
30,WECCbus157,1.0306878000000002,-0.79213329,2.8009476,-0.26547220000000005,august,5,5,weekday,
36,WECCbus157,1.0300767,-0.80219711,2.8689536,-0.2641412,august,6,5,weekday,
42,WECCbus157,1.0296907,-0.80748409,2.9149406000000004,-0.26246668,august,7,5,weekday,
48,WECCbus157,1.0307256,-0.79141192,2.7968361,-0.26545405,august,8,5,weekday,
54,WECCbus157,1.0319676,-0.77155696,2.6433236,-0.26828974,august,9,5,weekday,
60,WECCbus157,1.0326456,-0.7619874,2.5442116,-0.27035645,august,10,5,weekday,
66,WECCbus157,1.0329439,-0.75775689,2.498106,-0.27113816,august,11,5,weekday,
72,WECCbus157,1.033105,-0.75579037,2.4709715,-0.27175723,august,12,5,weekday,
78,WECCbus157,1.0330277,-0.7579402,2.4763237,-0.27211141,august,13,5,weekday,
84,WECCbus157,1.0326516,-0.76449045,2.5278915,-0.27187472,august,14,5,weekday,
90,WECCbus157,1.0318136,-0.77773613,2.6428031,-0.2702751,august,15,5,weekday,
96,WECCbus157,1.0301448,-0.80218708,2.8541251,-0.26484886,august,16,5,weekday,
102,WECCbus157,1.0291417999999999,-0.81660396,2.9696585,-0.26109378,august,17,5,weekday,
108,WECCbus157,1.0280082,-0.83078304,3.0989912,-0.25491243,august,18,5,weekday,
114,WECCbus157,1.0271048,-0.84924663,3.1618392,-0.25518301,august,19,5,weekday,
120,WECCbus157,1.0262777,-0.85834722,3.2512234,-0.24946534,august,20,5,weekday,
126,WECCbus157,1.026889,-0.84992604,3.1942152000000004,-0.2524919,august,21,5,weekday,
132,WECCbus157,1.0285541999999999,-0.82672478,3.0254672,-0.26001313,august,22,5,weekday,
138,WECCbus157,1.0298918,-0.80677516,2.8811138,-0.26477303,august,23,5,weekday,
144,WECCbus157,1.0309252,-0.79024506,2.7635822999999995,-0.26735402,august,0,6,weekend,
150,WECCbus157,1.0310876,-0.7878313,2.7426952,-0.26780687,august,1,6,weekend,
156,WECCbus157,1.0312553,-0.78465119,2.7249063,-0.26786740000000003,august,2,6,weekend,
162,WECCbus157,1.0313157,-0.78319404,2.7200411,-0.2676825,august,3,6,weekend,
168,WECCbus157,1.0311334,-0.7856909000000001,2.7444011,-0.26697964,august,4,6,weekend,
174,WECCbus157,1.0305161,-0.79521855,2.8186645,-0.26522836,august,5,6,weekend,
180,WECCbus157,1.0299152,-0.8042285,2.8890181,-0.26329408,august,6,6,weekend,
186,WECCbus157,1.029532,-0.81045815,2.9293881,-0.2623083,august,7,6,weekend,
192,WECCbus157,1.0308236,-0.7905941999999999,2.7815043999999998,-0.26619007,august,8,6,weekend,
198,WECCbus157,1.0320778,-0.77035849,2.6254196,-0.26883058,august,9,6,weekend,
204,WECCbus157,1.032756,-0.76080993,2.5246327999999996,-0.27083720000000006,august,10,6,weekend,
210,WECCbus157,1.0330395,-0.75681761,2.4800095,-0.27156757,august,11,6,weekend,
216,WECCbus157,1.0331784,-0.75523675,2.455323,-0.27212332,august,12,6,weekend,
222,WECCbus157,1.0331061,-0.75735015,2.4607052000000005,-0.27261099,august,13,6,weekend,
228,WECCbus157,1.0328351,-0.76257103,2.495701,-0.27278477,august,14,6,weekend,
234,WECCbus157,1.0322185,-0.77312949,2.5787231,-0.27224349999999997,august,15,6,weekend,
240,WECCbus157,1.0306146999999999,-0.79727062,2.7879739,-0.26784494,august,16,6,weekend,
246,WECCbus157,1.028525,-0.82612788,3.0319182999999996,-0.25898732,august,17,6,weekend,
252,WECCbus157,1.0271499,-0.84608421,3.1681918999999996,-0.25332712,august,18,6,weekend,
258,WECCbus157,1.0265933,-0.85757485,3.2040158,-0.25363189,august,19,6,weekend,
264,WECCbus157,1.0258082,-0.86587554,3.2882373999999994,-0.2478971,august,20,6,weekend,
270,WECCbus157,1.0264709,-0.85667889,3.2284299,-0.25114068,august,21,6,weekend,
276,WECCbus157,1.0281892,-0.83290994,3.0585379,-0.25917183,august,22,6,weekend,
282,WECCbus157,1.0296347,-0.81156289,2.905176,-0.26454125,august,23,6,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,august,0,5,weekday,
6,WECCbus54,1.0149006999999999,-1.7362354,2.5779756000000003,-0.12994618,august,1,5,weekday,
12,WECCbus54,1.0152298,-1.7319775000000002,2.5300627999999996,-0.13281109,august,2,5,weekday,
18,WECCbus54,1.0154341999999998,-1.7293623,2.4960694,-0.13478355,august,3,5,weekday,
24,WECCbus54,1.0153827,-1.730796,2.4944866,-0.13506278,august,4,5,weekday,
30,WECCbus54,1.0148219,-1.7395156000000003,2.5585703,-0.13170319,august,5,5,weekday,
36,WECCbus54,1.013967,-1.7516736000000002,2.6281647,-0.1280331,august,6,5,weekday,
42,WECCbus54,1.0136924999999999,-1.7556509999999999,2.7041607000000005,-0.12265872,august,7,5,weekday,
48,WECCbus54,1.0147785,-1.7389148,2.6692984,-0.12385661,august,8,5,weekday,
54,WECCbus54,1.0158853,-1.7201240000000002,2.616028,-0.12575477,august,9,5,weekday,
60,WECCbus54,1.0158714,-1.7174648999999997,2.6232625,-0.12486015,august,10,5,weekday,
66,WECCbus54,1.015795,-1.7169424,2.6453269,-0.12314387,august,11,5,weekday,
72,WECCbus54,1.015596,-1.7182794999999997,2.6933545,-0.11961934,august,12,5,weekday,
78,WECCbus54,1.0151370000000002,-1.7234863999999999,2.7830792,-0.11305779,august,13,5,weekday,
84,WECCbus54,1.014686,-1.7297474,2.8692872000000005,-0.1063663,august,14,5,weekday,
90,WECCbus54,1.0140493,-1.7395261000000002,2.9900379,-0.096376145,august,15,5,weekday,
96,WECCbus54,1.0127829,-1.7578243999999998,3.2195188,-0.074634965,august,16,5,weekday,
102,WECCbus54,1.0116505999999998,-1.7712006999999999,3.4262153,-0.05161294,august,17,5,weekday,
108,WECCbus54,1.0112853000000002,-1.7795102999999999,3.4238003,-0.052422302000000004,august,18,5,weekday,
114,WECCbus54,1.0083116,-1.8168017,3.3683426,-0.060718149000000006,august,19,5,weekday,
120,WECCbus54,1.0082014000000001,-1.8204517,3.3541426,-0.062592775,august,20,5,weekday,
126,WECCbus54,1.0091567,-1.8100189999999998,3.2459856,-0.074777144,august,21,5,weekday,
132,WECCbus54,1.0112578,-1.7845901000000002,3.0169827999999996,-0.097249589,august,22,5,weekday,
138,WECCbus54,1.0129603,-1.7625847,2.8237705,-0.11332598,august,23,5,weekday,
144,WECCbus54,1.0143398000000001,-1.743827,2.6549632,-0.12513025,august,0,6,weekend,
150,WECCbus54,1.0144191999999999,-1.7421526000000003,2.6617866,-0.12441172,august,1,6,weekend,
156,WECCbus54,1.0148037,-1.7372424,2.6049132,-0.12812168,august,2,6,weekend,
162,WECCbus54,1.0150642,-1.7341056000000001,2.5621433999999996,-0.13083055,august,3,6,weekend,
168,WECCbus54,1.0150433,-1.7351401000000002,2.5518285,-0.13166167,august,4,6,weekend,
174,WECCbus54,1.0144565,-1.7441752000000001,2.6168702,-0.1280113,august,5,6,weekend,
180,WECCbus54,1.0138850000000001,-1.7527144000000001,2.6854077000000003,-0.12377551,august,6,6,weekend,
186,WECCbus54,1.0132529000000001,-1.7608427,2.7684187999999996,-0.11786928,august,7,6,weekend,
192,WECCbus54,1.0145828000000001,-1.7405607,2.7083142999999996,-0.12077073,august,8,6,weekend,
198,WECCbus54,1.0157091999999999,-1.7213541,2.6637353999999998,-0.12212996,august,9,6,weekend,
204,WECCbus54,1.0156378000000001,-1.7192372,2.6852894,-0.12018437,august,10,6,weekend,
210,WECCbus54,1.0155353,-1.7190456000000003,2.7109083,-0.11814246,august,11,6,weekend,
216,WECCbus54,1.0152867,-1.7209241999999998,2.7686337000000005,-0.11366752,august,12,6,weekend,
222,WECCbus54,1.0148236,-1.7260276999999997,2.8599257000000002,-0.10649575,august,13,6,weekend,
228,WECCbus54,1.0142789,-1.7326956999999998,2.9625309,-0.097862534,august,14,6,weekend,
234,WECCbus54,1.0135146000000002,-1.7428172999999998,3.0986181,-0.08557179300000001,august,15,6,weekend,
240,WECCbus54,1.0122421999999998,-1.7607432,3.3252203999999996,-0.062493288,august,16,6,weekend,
246,WECCbus54,1.0105644,-1.7835869,3.5624564,-0.03477215,august,17,6,weekend,
252,WECCbus54,1.0089386999999999,-1.8068685000000002,3.5698561,-0.034673255,august,18,6,weekend,
258,WECCbus54,1.0068381,-1.8310615000000001,3.5409762000000002,-0.039050795,august,19,6,weekend,
264,WECCbus54,1.0068226999999998,-1.8336574,3.5211010999999997,-0.041796345,august,20,6,weekend,
270,WECCbus54,1.0079955,-1.8215637999999998,3.3912063999999997,-0.057946538,august,21,6,weekend,
276,WECCbus54,1.0103271,-1.794658,3.1442639,-0.084891804,august,22,6,weekend,
282,WECCbus54,1.0122417,-1.7707768,2.9310191000000003,-0.10443906,august,23,6,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,august,0,5,weekday,
6,WECCbus57,1.0120122,-1.7280806,2.1764348,-0.18082132,august,1,5,weekday,
12,WECCbus57,1.0123023000000002,-1.7239871999999998,2.1475626,-0.18213327,august,2,5,weekday,
18,WECCbus57,1.0124798000000002,-1.7214945,2.1343403999999997,-0.18264776,august,3,5,weekday,
24,WECCbus57,1.0124271,-1.7229482,2.1520137999999998,-0.18176596,august,4,5,weekday,
30,WECCbus57,1.0119182,-1.7314758000000001,2.2264592,-0.17806296,august,5,5,weekday,
36,WECCbus57,1.0111237,-1.7434723,2.3669085,-0.16987516,august,6,5,weekday,
42,WECCbus57,1.0109099,-1.7471324000000001,2.3441061000000003,-0.17167753,august,7,5,weekday,
48,WECCbus57,1.0119574,-1.7303381000000002,2.0976043,-0.18583435,august,8,5,weekday,
54,WECCbus57,1.0130114,-1.7115580000000001,1.8478495,-0.1958081,august,9,5,weekday,
60,WECCbus57,1.0130052999999999,-1.7088618999999998,1.8351623,-0.19597594,august,10,5,weekday,
66,WECCbus57,1.0129474,-1.7082448000000001,1.823936,-0.19632782,august,11,5,weekday,
72,WECCbus57,1.0127879000000002,-1.7093861000000001,1.8135305,-0.19685984,august,12,5,weekday,
78,WECCbus57,1.0124045,-1.7142477999999999,1.8214519,-0.19711258,august,13,5,weekday,
84,WECCbus57,1.0120276,-1.720178,1.8317685000000001,-0.19737129,august,14,5,weekday,
90,WECCbus57,1.0114969999999999,-1.7294915000000002,1.8458188000000002,-0.19788225,august,15,5,weekday,
96,WECCbus57,1.0104453000000002,-1.7469013,1.8712911,-0.19872976,august,16,5,weekday,
102,WECCbus57,1.0095214,-1.759455,1.8691866000000001,-0.20006854,august,17,5,weekday,
108,WECCbus57,1.0091587,-1.7678563999999999,1.9770386999999998,-0.19582406,august,18,5,weekday,
114,WECCbus57,1.0061734,-1.8059825,2.7703582000000004,-0.13928969,august,19,5,weekday,
120,WECCbus57,1.0060488,-1.8097234,2.8162412,-0.13484591,august,20,5,weekday,
126,WECCbus57,1.0068895,-1.7996676,2.7443691,-0.1416868,august,21,5,weekday,
132,WECCbus57,1.0087613000000002,-1.7749982,2.5488672,-0.15791955,august,22,5,weekday,
138,WECCbus57,1.0102832,-1.7536208,2.3751147,-0.17000857,august,23,5,weekday,
144,WECCbus57,1.0115153000000001,-1.7354128,2.2299384,-0.17824382,august,0,6,weekend,
150,WECCbus57,1.0115994000000001,-1.7336870999999998,2.1988029,-0.17999541,august,1,6,weekend,
156,WECCbus57,1.0119364,-1.7289754000000002,2.1681173,-0.18140455,august,2,6,weekend,
162,WECCbus57,1.012162,-1.7259933999999997,2.1522285,-0.18205906,august,3,6,weekend,
168,WECCbus57,1.0121334000000002,-1.727084,2.1723228999999997,-0.1809637,august,4,6,weekend,
174,WECCbus57,1.0116003,-1.7359258999999998,2.2505134,-0.17692111,august,5,6,weekend,
180,WECCbus57,1.0110864,-1.7442482,2.3169147,-0.17334006,august,6,6,weekend,
186,WECCbus57,1.0105264999999999,-1.7520956,2.3745959,-0.1698936,august,7,6,weekend,
192,WECCbus57,1.0117954,-1.7318310000000001,2.0972516,-0.18592013,august,8,6,weekend,
198,WECCbus57,1.0128744,-1.7125883000000002,1.8310693999999998,-0.19648516,august,9,6,weekend,
204,WECCbus57,1.0128226,-1.7103758000000002,1.8150562,-0.19683052,august,10,6,weekend,
210,WECCbus57,1.012742,-1.7100773999999999,1.8060906000000003,-0.19712276,august,11,6,weekend,
216,WECCbus57,1.0125421000000001,-1.7117216,1.7952883000000002,-0.19769921,august,12,6,weekend,
222,WECCbus57,1.0121578000000002,-1.7164703000000001,1.7995832999999999,-0.19807428,august,13,6,weekend,
228,WECCbus57,1.0117044,-1.7227423,1.809209,-0.19839883,august,14,6,weekend,
234,WECCbus57,1.0110655000000002,-1.7323432,1.8300918000000002,-0.19862834,august,15,6,weekend,
240,WECCbus57,1.0100125,-1.7493877,1.8524453999999997,-0.19954276,august,16,6,weekend,
246,WECCbus57,1.0085875,-1.7713592,1.9478707,-0.19767490000000001,august,17,6,weekend,
252,WECCbus57,1.0069958,-1.7949186999999998,2.3485667,-0.17525676,august,18,6,weekend,
258,WECCbus57,1.0048925,-1.8196192999999998,2.8608179,-0.13033763,august,19,6,weekend,
264,WECCbus57,1.0048549999999998,-1.8223186999999998,2.8934484,-0.12702,august,20,6,weekend,
270,WECCbus57,1.0058832,-1.8106837,2.8112124,-0.13537579,august,21,6,weekend,
276,WECCbus57,1.007955,-1.784604,2.6038183999999998,-0.15376898,august,22,6,weekend,
282,WECCbus57,1.0096619,-1.7614225,2.4166532000000003,-0.16752726,august,23,6,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,september,0,2,weekday,
6,WECCbus157,1.0313311,-0.78132751,2.7268557999999996,-0.26669691,september,1,2,weekday,
12,WECCbus157,1.0314577,-0.7790184,2.7126425,-0.26680257,september,2,2,weekday,
18,WECCbus157,1.0315239,-0.77778898,2.7052948,-0.26684297,september,3,2,weekday,
24,WECCbus157,1.0313162,-0.78089945,2.7320587000000005,-0.26622192,september,4,2,weekday,
30,WECCbus157,1.0307334000000001,-0.79003173,2.8025605,-0.26466993,september,5,2,weekday,
36,WECCbus157,1.0297555,-0.80754695,2.9027043999999997,-0.26341798,september,6,2,weekday,
42,WECCbus157,1.0296041999999999,-0.80701714,2.9332445,-0.26095795,september,7,2,weekday,
48,WECCbus157,1.0306334000000001,-0.79101187,2.8170278,-0.26398291,september,8,2,weekday,
54,WECCbus157,1.0320011999999998,-0.76905801,2.6492503,-0.26711954,september,9,2,weekday,
60,WECCbus157,1.0327075000000001,-0.75870801,2.54793,-0.26904338,september,10,2,weekday,
66,WECCbus157,1.0329145,-0.75583803,2.5157008,-0.26963702,september,11,2,weekday,
72,WECCbus157,1.0329921,-0.75502395,2.5021327,-0.27002893,september,12,2,weekday,
78,WECCbus157,1.0327564,-0.75937084,2.5322982999999994,-0.26993395,september,13,2,weekday,
84,WECCbus157,1.0324609,-0.7643798,2.572156,-0.26958736,september,14,2,weekday,
90,WECCbus157,1.031668,-0.77661934,2.6798501,-0.26774957,september,15,2,weekday,
96,WECCbus157,1.0299846,-0.80078746,2.8913837000000004,-0.26171085,september,16,2,weekday,
102,WECCbus157,1.0289800999999998,-0.81488256,3.0067276,-0.25758543,september,17,2,weekday,
108,WECCbus157,1.0276064,-0.83357939,3.1529244,-0.25103646,september,18,2,weekday,
114,WECCbus157,1.026485,-0.85403861,3.2390041000000003,-0.24939804,september,19,2,weekday,
120,WECCbus157,1.0259782,-0.85948041,3.2929371,-0.24575843,september,20,2,weekday,
126,WECCbus157,1.0269985000000001,-0.84578937,3.196002,-0.25104762,september,21,2,weekday,
132,WECCbus157,1.028666,-0.82261861,3.0257497000000004,-0.25867221,september,22,2,weekday,
138,WECCbus157,1.0299762,-0.80315114,2.883092,-0.26341240000000005,september,23,2,weekday,
144,WECCbus157,1.0310085999999998,-0.7867970000000001,2.7644259,-0.26614723,september,0,3,weekend,
150,WECCbus157,1.0311199,-0.78562396,2.7474925,-0.26676244,september,1,3,weekend,
156,WECCbus157,1.0312958,-0.78246287,2.7278787,-0.26694672,september,2,3,weekend,
162,WECCbus157,1.0313514000000001,-0.78119857,2.7229875,-0.26683055,september,3,3,weekend,
168,WECCbus157,1.0311671999999998,-0.78385593,2.7469042999999997,-0.26620390000000005,september,4,3,weekend,
174,WECCbus157,1.0305287,-0.79371103,2.8237159,-0.26437533,september,5,3,weekend,
180,WECCbus157,1.0296199000000001,-0.80697234,2.9303618,-0.261117,september,6,3,weekend,
186,WECCbus157,1.0293908,-0.81110494,2.9520964,-0.2608003,september,7,3,weekend,
192,WECCbus157,1.0306189000000001,-0.79213029,2.8141841,-0.26452712,september,8,3,weekend,
198,WECCbus157,1.0319555,-0.77068009,2.6501735,-0.26754614,september,9,3,weekend,
204,WECCbus157,1.0326219,-0.76140365,2.5522991000000004,-0.26966368,september,10,3,weekend,
210,WECCbus157,1.0327877,-0.75930276,2.5255589,-0.27026473,september,11,3,weekend,
216,WECCbus157,1.0328443,-0.75897447,2.5140995999999998,-0.27069623,september,12,3,weekend,
222,WECCbus157,1.0325626,-0.7641416,2.5506964,-0.27066174,september,13,3,weekend,
228,WECCbus157,1.0323488,-0.76806149,2.5775222999999996,-0.27059518,september,14,3,weekend,
234,WECCbus157,1.0317814,-0.77721763,2.6527032999999998,-0.26956142,september,15,3,weekend,
240,WECCbus157,1.0300859,-0.80180143,2.8675794,-0.26381863,september,16,3,weekend,
